增 I-PER
。 O
孟 B-PER
增 I-PER
幸 O
於 O
周 B-PER
成 I-PER
王 I-PER
， O
是 O
为 O
宅 B-PER
皋 I-PER
狼 I-PER
。 O
# O
皋 B-PER
狼 I-PER
生 O
衡 B-PER
父 I-PER
， O
衡 B-PER
父 I-PER
生 O
造 B-PER
父 I-PER
。 O
造 B-PER
父 I-PER
以 O
善 O
御 O
幸 O
於 O
周 B-PER
缪 I-PER
王 I-PER
， O
得 O
骥 O
、 O
温 O
骊 O
、 O
骅 O
骝 O
、 O
騄 O
耳 O
之 O
驷 O
， O
西 O
巡 O
狩 O
， O
乐 O
而 O
忘 O
归 O
。 O
徐 B-PER
偃 I-PER
王 I-PER
作 O
乱 O
， O
造 B-PER
父 I-PER
为 O
缪 B-PER
王 I-PER
御 O
， O
长 O
驱 O
归 O
周 O
， O
一 O
日 O
千 O
里 O
以 O
救 O
乱 O
。 O
缪 B-PER
王 I-PER
以 O
赵 B-LOC
城 I-LOC
封 O
造 B-PER
父 I-PER
， O
造 O
父 O
族 O
由 O
此 O
为 O
赵 O
氏 O
。 O
自 O
蜚 B-PER
廉 I-PER
生 O
季 B-PER
胜 I-PER
已 O
下 O
五 O
世 O
至 O
造 B-PER
父 I-PER
， O
别 O
居 O
赵 B-LOC
。 O
赵 B-PER
衰 I-PER
其 O
后 O
也 O
。 O
恶 B-PER
来 I-PER
革 O
者 O
， O
蜚 B-PER
廉 I-PER
子 O
也 O
， O
蚤 O
死 O
。 O
# O
有 O
子 O
曰 O
女 B-PER
防 I-PER
。 O
女 B-PER
防 I-PER
生 O
旁 B-PER
皋 I-PER
， O
旁 B-PER
皋 I-PER
生 O
太 B-PER
几 I-PER
， O
太 B-PER
几 I-PER
生 O
大 B-PER
骆 I-PER
， O
大 B-PER
骆 I-PER
生 O
非 B-PER
子 I-PER
。 O
以 O
造 B-PER
父 I-PER
之 O
宠 O
， O
皆 O
蒙 O
赵 B-LOC
城 I-LOC
， O
姓 O
赵 B-PER
氏 I-PER
。 O
非 B-PER
子 I-PER
居 O
犬 B-LOC
丘 I-LOC
， O
好 O
马 O
及 O
畜 O
， O
善 O
养 O
息 O
之 O
。 O
犬 B-LOC
丘 I-LOC
人 O
言 O
之 O
周 B-PER
孝 I-PER
王 I-PER
， O
孝 B-PER
王 I-PER
召 O
使 O
主 O
马 O
于 O
汧 B-LOC
渭 B-LOC
之 O
间 O
， O
马 O
大 O
蕃 O
息 O
。 O
# O
孝 B-PER
王 I-PER
欲 O
以 O
为 O
大 B-PER
骆 I-PER
適 O
嗣 O
。 O
申 B-PER
侯 I-PER
之 I-PER
女 I-PER
为 O
大 B-PER
骆 I-PER
妻 O
， O
生 O
子 O
成 B-PER
为 O
適 O
。 O
申 B-PER
侯 I-PER
乃 O
言 O
孝 B-PER
王 I-PER
曰 O
“ O
昔 O
我 O
先 O
郦 B-PER
山 I-PER
之 I-PER
女 I-PER
， O
为 O
戎 B-PER
胥 I-PER
轩 I-PER
妻 O
， O
生 O
中 B-PER
潏 I-PER
， O
以 O
亲 O
故 O
归 O
周 O
， O
保 O
西 B-LOC
垂 I-LOC
， O
西 B-LOC
垂 I-LOC
以 O
其 O
故 O
和 O
睦 O
。 O
今 O
我 O
复 O
与 O
大 B-PER
骆 I-PER
妻 O
， O
生 O
適 O
子 O
成 B-PER
。 O
# O
申 B-PER
骆 B-PER
重 O
婚 O
， O
西 O
戎 O
皆 O
服 O
， O
所 O
以 O
为 O
王 O
。 O
王 O
其 O
图 O
之 O
” O
於 O
是 O
孝 B-PER
王 I-PER
曰 O
“ O
昔 O
伯 B-PER
翳 I-PER
为 O
舜 B-PER
主 O
畜 O
， O
畜 O
多 O
息 O
， O
故 O
有 O
土 O
， O
赐 O
姓 O
嬴 B-PER
。 O
今 O
其 O
后 O
世 O
亦 O
为 O
朕 O
息 O
马 O
， O
朕 O
其 O
分 O
土 O
为 O
附 O
庸 O
” O
邑 O
之 O
秦 O
， O
使 O
复 O
续 O
嬴 O
氏 O
祀 O
， O
号 O
曰 O
秦 B-PER
嬴 I-PER
。 O
亦 O
不 O
废 O
申 B-PER
侯 I-PER
之 I-PER
女 I-PER
子 O
为 O
骆 B-PER
適 O
者 O
， O
以 O
和 O
西 O
戎 O
。 O
秦 B-PER
嬴 I-PER
生 O
秦 B-PER
侯 I-PER
。 O
秦 B-PER
侯 I-PER
立 O
十 O
年 O
， O
卒 O
。 O
生 O
公 B-PER
伯 I-PER
。 O
公 B-PER
伯 I-PER
立 O
三 O
年 O
， O
卒 O
。 O
生 O
秦 B-PER
仲 I-PER
。 O
# O
秦 B-PER
仲 I-PER
立 O
三 O
年 O
， O
周 B-PER
厉 I-PER
王 I-PER
无 O
道 O
， O
诸 O
侯 O
或 O
叛 O
之 O
。 O
西 O
戎 O
反 O
王 O
室 O
， O
灭 O
犬 B-LOC
丘 I-LOC
大 O
骆 O
之 O
族 O
。 O
周 B-PER
宣 I-PER
王 I-PER
即 O
位 O
， O
乃 O
以 O
秦 B-PER
仲 I-PER
为 O
大 O
夫 O
， O
诛 O
西 O
戎 O
。 O
西 O
戎 O
杀 O
秦 B-PER
仲 I-PER
。 O
秦 B-PER
仲 I-PER
立 O
二 O
十 O
三 O
年 O
， O
死 O
於 O
戎 B-LOC
。 O
有 O
子 O
五 O
人 O
， O
其 O
长 O
者 O
曰 O
庄 B-PER
公 I-PER
。 O
# O
周 B-PER
宣 I-PER
王 I-PER
乃 O
召 O
庄 B-PER
公 I-PER
昆 O
弟 O
五 O
人 O
， O
与 O
兵 O
七 O
千 O
人 O
， O
使 O
伐 O
西 O
戎 O
， O
破 O
之 O
。 O
於 O
是 O
复 O
予 O
秦 B-PER
仲 I-PER
后 O
， O
及 O
其 O
先 O
大 B-PER
骆 I-PER
地 O
犬 B-LOC
丘 I-LOC
并 O
有 O
之 O
， O
为 O
西 B-LOC
垂 I-LOC
大 O
夫 O
。 O
庄 B-PER
公 I-PER
居 O
其 O
故 O
西 B-LOC
犬 I-LOC
丘 I-LOC
， O
生 O
子 O
三 O
人 O
， O
其 O
长 O
男 O
世 B-PER
父 I-PER
。 O
世 B-PER
父 I-PER
曰 O
“ O
戎 O
杀 O
我 O
大 O
父 O
仲 B-PER
， O
我 O
非 O
杀 O
戎 B-PER
王 I-PER
则 O
不 O
敢 O
入 O
邑 O
” O
遂 O
将 O
击 O
戎 O
， O
让 O
其 O
弟 O
襄 B-PER
公 I-PER
。 O
襄 B-PER
公 I-PER
为 O
太 O
子 O
。 O
庄 B-PER
公 I-PER
立 O
四 O
十 O
四 O
年 O
， O
卒 O
， O
太 O
子 O
襄 B-PER
公 I-PER
代 O
立 O
。 O
# O
襄 B-PER
公 I-PER
元 O
年 O
， O
以 O
女 O
弟 O
缪 B-PER
嬴 I-PER
为 O
丰 B-PER
王 I-PER
妻 O
。 O
襄 B-PER
公 I-PER
二 O
年 O
， O
戎 O
围 O
犬 B-LOC
丘 I-LOC
， O
世 B-PER
父 I-PER
击 O
之 O
， O
为 O
戎 O
人 O
所 O
虏 O
。 O
岁 O
馀 O
， O
复 O
归 O
世 B-PER
父 I-PER
。 O
七 O
年 O
春 O
， O
周 B-PER
幽 I-PER
王 I-PER
用 O
襃 B-PER
姒 I-PER
废 O
太 O
子 O
， O
立 O
襃 B-PER
姒 I-PER
子 O
为 O
適 O
， O
数 O
欺 O
诸 O
侯 O
， O
诸 O
侯 O
叛 O
之 O
。 O
西 O
戎 O
犬 B-PER
戎 I-PER
与 O
申 B-PER
侯 I-PER
伐 O
周 O
， O
杀 O
幽 B-PER
王 I-PER
郦 B-LOC
山 I-LOC
下 O
。 O
# O
而 O
秦 B-PER
襄 I-PER
公 I-PER
将 O
兵 O
救 O
周 O
， O
战 O
甚 O
力 O
， O
有 O
功 O
。 O
周 O
避 O
犬 B-PER
戎 I-PER
难 O
， O
东 O
徙 O
雒 B-LOC
邑 I-LOC
， O
襄 B-PER
公 I-PER
以 O
兵 O
送 O
周 B-PER
平 I-PER
王 I-PER
。 O
平 B-PER
王 I-PER
封 O
襄 B-PER
公 I-PER
为 O
诸 O
侯 O
， O
赐 O
之 O
岐 B-LOC
以 O
西 O
之 O
地 O
。 O
曰 O
“ O
戎 O
无 O
道 O
， O
侵 O
夺 O
我 O
岐 B-LOC
、 O
丰 B-LOC
之 O
地 O
， O
秦 O
能 O
攻 O
逐 O
戎 O
， O
即 O
有 O
其 O
地 O
” O
与 O
誓 O
， O
封 O
爵 O
之 O
。 O
襄 B-PER
公 I-PER
於 O
是 O
始 O
国 O
， O
与 O
诸 O
侯 O
通 O
使 O
聘 O
享 O
之 O
礼 O
， O
乃 O
用 O
骝 O
驹 O
、 O
黄 O
牛 O
、 O
羝 O
羊 O
各 O
三 O
， O
祠 O
上 O
帝 O
西 B-LOC
畤 I-LOC
。 O
# O
十 O
二 O
年 O
， O
伐 O
戎 O
而 O
至 O
岐 B-LOC
， O
卒 O
。 O
生 O
文 B-PER
公 I-PER
。 O
文 B-PER
公 I-PER
元 O
年 O
， O
居 O
西 B-LOC
垂 I-LOC
宫 I-LOC
。 O
三 O
年 O
， O
文 B-PER
公 I-PER
以 O
兵 O
七 O
百 O
人 O
东 O
猎 O
。 O
四 O
年 O
， O
至 O
汧 B-LOC
渭 B-LOC
之 O
会 O
。 O
# O
曰 O
“ O
昔 O
周 O
邑 O
我 O
先 O
秦 B-PER
嬴 I-PER
於 O
此 O
， O
后 O
卒 O
获 O
为 O
诸 O
侯 O
” O
乃 O
卜 O
居 O
之 O
， O
占 O
曰 O
吉 O
， O
即 O
营 O
邑 O
之 O
。 O
十 O
年 O
， O
初 O
为 O
鄜 O
畤 O
， O
用 O
三 O
牢 O
。 O
十 O
三 O
年 O
， O
初 O
有 O
史 O
以 O
纪 O
事 O
， O
民 O
多 O
化 O
者 O
。 O
十 O
六 O
年 O
， O
文 B-PER
公 I-PER
以 O
兵 O
伐 O
戎 O
， O
戎 O
败 O
走 O
。 O
# O
於 O
是 O
文 B-PER
公 I-PER
遂 O
收 O
周 O
馀 O
民 O
有 O
之 O
， O
地 O
至 O
岐 B-LOC
， O
岐 B-LOC
以 O
东 O
献 O
之 O
周 O
。 O
十 O
九 O
年 O
， O
得 O
陈 O
宝 O
。 O
二 O
十 O
年 O
， O
法 O
初 O
有 O
三 O
族 O
之 O
罪 O
。 O
二 O
十 O
七 O
年 O
， O
伐 O
南 B-LOC
山 I-LOC
大 O
梓 O
， O
丰 B-LOC
大 O
特 O
。 O
四 O
十 O
八 O
年 O
， O
文 B-PER
公 I-PER
太 I-PER
子 I-PER
卒 O
， O
赐 O
谥 O
为 O
竫 B-PER
公 I-PER
。 O
竫 B-PER
公 I-PER
之 O
长 O
子 O
为 O
太 O
子 O
， O
是 O
文 B-PER
公 I-PER
孙 O
也 O
。 O
# O
五 O
十 O
年 O
， O
文 B-PER
公 I-PER
卒 O
， O
葬 O
西 B-LOC
山 I-LOC
。 O
竫 B-PER
公 I-PER
子 O
立 O
， O
是 O
为 O
宁 B-PER
公 I-PER
。 O
宁 B-PER
公 I-PER
二 O
年 O
， O
公 B-PER
徙 O
居 O
平 B-LOC
阳 I-LOC
。 O
遣 O
兵 O
伐 O
荡 B-LOC
社 I-LOC
。 O
三 O
年 O
， O
与 O
亳 O
战 O
， O
亳 B-PER
王 I-PER
奔 O
戎 O
， O
遂 O
灭 O
荡 B-LOC
社 I-LOC
。 O
四 O
年 O
， O
鲁 B-PER
公 I-PER
子 I-PER
翚 I-PER
弑 O
其 O
君 O
隐 B-PER
公 I-PER
。 O
十 O
二 O
年 O
， O
伐 O
荡 O
氏 O
， O
取 O
之 O
。 O
宁 B-PER
公 I-PER
生 O
十 O
岁 O
立 O
， O
立 O
十 O
二 O
年 O
卒 O
， O
葬 O
西 B-LOC
山 I-LOC
。 O
生 O
子 O
三 O
人 O
， O
长 O
男 O
武 B-PER
公 I-PER
为 O
太 O
子 O
。 O
武 B-PER
公 I-PER
弟 O
德 B-PER
公 I-PER
， O
同 O
母 O
鲁 B-PER
姬 I-PER
子 I-PER
。 O
生 O
出 B-PER
子 I-PER
。 O
# O
宁 B-PER
公 I-PER
卒 O
， O
大 O
庶 O
长 O
弗 O
忌 O
、 O
威 O
垒 O
、 O
三 O
父 O
废 O
太 O
子 O
而 O
立 O
出 B-PER
子 I-PER
为 O
君 O
。 O
出 B-PER
子 I-PER
六 O
年 O
， O
三 O
父 O
等 O
复 O
共 O
令 O
人 O
贼 O
杀 O
出 B-PER
子 I-PER
。 O
出 B-PER
子 I-PER
生 O
五 O
岁 O
立 O
， O
立 O
六 O
年 O
卒 O
。 O
三 O
父 O
等 O
乃 O
复 O
立 O
故 O
太 O
子 O
武 B-PER
公 I-PER
。 O
武 B-PER
公 I-PER
元 O
年 O
， O
伐 O
彭 O
戏 O
氏 O
， O
至 O
于 O
华 B-LOC
山 I-LOC
下 O
， O
居 O
平 B-LOC
阳 I-LOC
封 I-LOC
宫 I-LOC
。 O
三 O
年 O
， O
诛 O
三 B-PER
父 I-PER
等 O
而 O
夷 O
三 O
族 O
， O
以 O
其 O
杀 O
出 B-PER
子 I-PER
也 O
。 O
郑 O
高 B-PER
渠 I-PER
眯 I-PER
杀 O
其 O
君 O
昭 B-PER
公 I-PER
。 O
# O
十 O
年 O
， O
伐 O
邽 O
、 O
冀 O
戎 O
， O
初 O
县 O
之 O
。 O
十 O
一 O
年 O
， O
初 O
县 O
杜 B-LOC
、 O
郑 B-LOC
。 O
灭 O
小 O
虢 O
。 O
十 O
三 O
年 O
， O
齐 O
人 O
管 B-PER
至 I-PER
父 I-PER
、 O
连 B-PER
称 I-PER
等 O
杀 O
其 O
君 O
襄 B-PER
公 I-PER
而 O
立 O
公 B-PER
孙 I-PER
无 I-PER
知 I-PER
。 O
晋 O
灭 O
霍 O
、 O
魏 O
、 O
耿 O
。 O
# O
齐 O
雍 B-PER
廪 I-PER
杀 O
无 B-PER
知 I-PER
、 O
管 B-PER
至 I-PER
父 I-PER
等 O
而 O
立 O
齐 B-PER
桓 I-PER
公 I-PER
。 O
齐 O
、 O
晋 O
为 O
彊 O
国 O
。 O
十 O
九 O
年 O
， O
晋 O
曲 B-PER
沃 I-PER
始 O
为 O
晋 B-PER
侯 I-PER
。 O
齐 B-PER
桓 I-PER
公 I-PER
伯 O
於 O
鄄 B-LOC
。 O
二 O
十 O
年 O
， O
武 B-PER
公 I-PER
卒 O
， O
葬 O
雍 B-LOC
平 I-LOC
阳 I-LOC
。 O
初 O
以 O
人 O
从 O
死 O
， O
从 O
死 O
者 O
六 O
十 O
六 O
人 O
。 O
有 O
子 O
一 O
人 O
， O
名 O
曰 O
白 B-PER
， O
白 B-PER
不 O
立 O
， O
封 O
平 B-LOC
阳 I-LOC
。 O
立 O
其 O
弟 O
德 B-PER
公 I-PER
。 O
# O
德 B-PER
公 I-PER
元 O
年 O
， O
初 O
居 O
雍 B-LOC
城 I-LOC
大 B-LOC
郑 I-LOC
宫 I-LOC
。 O
以 O
牺 O
三 O
百 O
牢 O
祠 O
鄜 B-LOC
畤 I-LOC
。 O
卜 O
居 O
雍 B-LOC
。 O
后 O
子 O
孙 O
饮 O
马 O
於 O
河 B-LOC
。 O
梁 B-PER
伯 I-PER
、 O
芮 B-PER
伯 I-PER
来 O
朝 O
。 O
二 O
年 O
， O
初 O
伏 O
， O
以 O
狗 O
御 O
蛊 O
。 O
德 B-PER
公 I-PER
生 O
三 O
十 O
三 O
岁 O
而 O
立 O
， O
立 O
二 O
年 O
卒 O
。 O
生 O
子 O
三 O
人 O
： O
长 O
子 O
宣 B-PER
公 I-PER
， O
中 O
子 O
成 B-PER
公 I-PER
， O
少 O
子 O
穆 B-PER
公 I-PER
。 O
长 O
子 O
宣 B-PER
公 I-PER
立 O
。 O
宣 B-PER
公 I-PER
元 O
年 O
， O
卫 O
、 O
燕 O
伐 O
周 O
， O
出 O
惠 B-PER
王 I-PER
， O
立 O
王 B-PER
子 I-PER
穨 I-PER
。 O
# O
三 O
年 O
， O
郑 B-PER
伯 I-PER
、 O
虢 B-PER
叔 I-PER
杀 O
子 B-PER
穨 I-PER
而 O
入 O
惠 B-PER
王 I-PER
。 O
四 O
年 O
， O
作 O
密 O
畤 O
。 O
与 O
晋 O
战 O
河 B-LOC
阳 I-LOC
， O
胜 O
之 O
。 O
十 O
二 O
年 O
， O
宣 B-PER
公 I-PER
卒 O
。 O
生 O
子 O
九 O
人 O
， O
莫 O
立 O
， O
立 O
其 O
弟 O
成 B-PER
公 I-PER
。 O
# O
成 B-PER
公 I-PER
元 O
年 O
， O
梁 B-PER
伯 I-PER
、 O
芮 B-PER
伯 I-PER
来 O
朝 O
。 O
齐 B-PER
桓 I-PER
公 I-PER
伐 O
山 O
戎 O
， O
次 O
于 O
孤 B-LOC
竹 I-LOC
。 O
成 B-PER
公 I-PER
立 O
四 O
年 O
卒 O
。 O
子 O
七 O
人 O
， O
莫 O
立 O
， O
立 O
其 O
弟 O
缪 B-PER
公 I-PER
。 O
缪 B-PER
公 I-PER
任 O
好 O
元 O
年 O
， O
自 O
将 O
伐 O
茅 B-LOC
津 I-LOC
， O
胜 O
之 O
。 O
# O
四 O
年 O
， O
迎 O
妇 O
於 O
晋 O
， O
晋 O
太 O
子 O
申 B-PER
生 I-PER
姊 O
也 O
。 O
其 O
岁 O
， O
齐 B-PER
桓 I-PER
公 I-PER
伐 O
楚 O
， O
至 O
邵 B-LOC
陵 I-LOC
。 O
五 O
年 O
， O
晋 B-PER
献 I-PER
公 I-PER
灭 O
虞 O
、 O
虢 O
， O
虏 O
虞 B-PER
君 I-PER
与 O
其 O
大 O
夫 O
百 B-PER
里 I-PER
傒 I-PER
， O
以 O
璧 O
马 O
赂 O
於 O
虞 O
故 O
也 O
。 O
既 O
虏 O
百 B-PER
里 I-PER
傒 I-PER
， O
以 O
为 O
秦 B-PER
缪 I-PER
公 I-PER
夫 O
人 O
媵 O
於 O
秦 O
。 O
百 B-PER
里 I-PER
傒 I-PER
亡 O
秦 O
走 O
宛 B-LOC
， O
楚 O
鄙 O
人 O
执 O
之 O
。 O
# O
缪 B-PER
公 I-PER
闻 O
百 B-PER
里 I-PER
傒 I-PER
贤 O
， O
欲 O
重 O
赎 O
之 O
， O
恐 O
楚 O
人 O
不 O
与 O
， O
乃 O
使 O
人 O
谓 O
楚 O
曰 O
“ O
吾 O
媵 O
臣 O
百 B-PER
里 I-PER
傒 I-PER
在 O
焉 O
， O
请 O
以 O
五 O
羖 O
羊 O
皮 O
赎 O
之 O
” O
。 O
楚 O
人 O
遂 O
许 O
与 O
之 O
。 O
# O
当 O
是 O
时 O
， O
百 B-PER
里 I-PER
傒 I-PER
年 O
已 O
七 O
十 O
馀 O
。 O
缪 B-PER
公 I-PER
释 O
其 O
囚 O
， O
与 O
语 O
国 O
事 O
。 O
谢 O
曰 O
“ O
臣 O
亡 O
国 O
之 O
臣 O
， O
何 O
足 O
问 O
” O
缪 B-PER
公 I-PER
曰 O
“ O
虞 B-PER
君 I-PER
不 O
用 O
子 O
， O
故 O
亡 O
， O
非 O
子 O
罪 O
也 O
” O
固 O
问 O
， O
语 O
三 O
日 O
， O
缪 B-PER
公 I-PER
大 O
说 O
， O
授 O
之 O
国 O
政 O
， O
号 O
曰 O
五 B-PER
羖 I-PER
大 I-PER
夫 I-PER
。 O
百 B-PER
里 I-PER
傒 I-PER
让 O
曰 O
“ O
臣 O
不 O
及 O
臣 O
友 O
蹇 B-PER
叔 I-PER
， O
蹇 B-PER
叔 I-PER
贤 O
而 O
世 O
莫 O
知 O
。 O
臣 O
常 O
游 O
困 O
於 O
齐 O
而 O
乞 O
食 O
饣 O
至 O
人 O
， O
蹇 B-PER
叔 I-PER
收 O
臣 O
。 O
# O
臣 O
因 O
而 O
欲 O
事 O
齐 B-PER
君 I-PER
无 I-PER
知 I-PER
， O
蹇 B-PER
叔 I-PER
止 O
臣 O
， O
臣 O
得 O
脱 O
齐 O
难 O
， O
遂 O
之 O
周 O
。 O
周 O
王 B-PER
子 I-PER
穨 I-PER
好 O
牛 O
， O
臣 O
以 O
养 O
牛 O
干 O
之 O
。 O
及 O
穨 B-PER
欲 O
用 O
臣 O
， O
蹇 B-PER
叔 I-PER
止 O
臣 O
， O
臣 O
去 O
， O
得 O
不 O
诛 O
。 O
# O
事 O
虞 B-PER
君 I-PER
， O
蹇 B-PER
叔 I-PER
止 O
臣 O
。 O
臣 O
知 O
虞 B-PER
君 I-PER
不 O
用 O
臣 O
， O
臣 O
诚 O
私 O
利 O
禄 O
爵 O
， O
且 O
留 O
。 O
再 O
用 O
其 O
言 O
， O
得 O
脱 O
， O
一 O
不 O
用 O
， O
及 O
虞 B-PER
君 I-PER
难 O
： O
是 O
以 O
知 O
其 O
贤 O
” O
於 O
是 O
缪 B-PER
公 I-PER
使 O
人 O
厚 O
币 O
迎 O
蹇 B-PER
叔 I-PER
， O
以 O
为 O
上 O
大 O
夫 O
。 O
秋 O
， O
缪 B-PER
公 I-PER
自 O
将 O
伐 O
晋 O
， O
战 O
於 O
河 B-LOC
曲 I-LOC
。 O
晋 O
骊 B-PER
姬 I-PER
作 O
乱 O
， O
太 B-PER
子 I-PER
申 I-PER
生 I-PER
死 O
新 B-LOC
城 I-LOC
， O
重 B-PER
耳 I-PER
、 O
夷 B-PER
吾 I-PER
出 O
奔 O
。 O
九 O
年 O
， O
齐 B-PER
桓 I-PER
公 I-PER
会 O
诸 O
侯 O
於 O
葵 B-LOC
丘 I-LOC
。 O
晋 B-PER
献 I-PER
公 I-PER
卒 O
。 O
# O
立 O
骊 B-PER
姬 I-PER
子 O
奚 B-PER
齐 I-PER
， O
其 O
臣 O
里 B-PER
克 I-PER
杀 O
奚 B-PER
齐 I-PER
。 O
荀 B-PER
息 I-PER
立 O
卓 B-PER
子 I-PER
， O
克 B-PER
又 O
杀 O
卓 B-PER
子 I-PER
及 O
荀 B-PER
息 I-PER
。 O
夷 B-PER
吾 I-PER
使 O
人 O
请 O
秦 O
， O
求 O
入 O
晋 O
。 O
於 O
是 O
缪 B-PER
公 I-PER
许 O
之 O
， O
使 O
百 B-PER
里 I-PER
傒 I-PER
将 O
兵 O
送 O
夷 B-PER
吾 I-PER
。 O
# O
夷 B-PER
吾 I-PER
谓 O
曰 O
“ O
诚 O
得 O
立 O
， O
请 O
割 O
晋 O
之 O
河 B-LOC
西 I-LOC
八 I-LOC
城 I-LOC
与 O
秦 O
” O
及 O
至 O
， O
已 O
立 O
， O
而 O
使 O
丕 B-PER
郑 I-PER
谢 O
秦 O
， O
背 O
约 O
不 O
与 O
河 B-LOC
西 I-LOC
城 I-LOC
， O
而 O
杀 O
里 B-PER
克 I-PER
。 O
丕 B-PER
郑 I-PER
闻 O
之 O
， O
恐 O
， O
因 O
与 O
缪 B-PER
公 I-PER
谋 O
曰 O
“ O
晋 O
人 O
不 O
欲 O
夷 B-PER
吾 I-PER
， O
实 O
欲 O
重 B-PER
耳 I-PER
。 O
今 O
背 O
秦 O
约 O
而 O
杀 O
里 B-PER
克 I-PER
， O
皆 O
吕 B-PER
甥 I-PER
、 O
郤 B-PER
芮 I-PER
之 O
计 O
也 O
。 O
# O
愿 O
君 O
以 O
利 O
急 O
召 O
吕 B-PER
、 O
郤 B-PER
， O
吕 B-PER
、 O
郤 B-PER
至 O
， O
则 O
更 O
入 O
重 B-PER
耳 I-PER
便 O
” O
缪 B-PER
公 I-PER
许 O
之 O
， O
使 O
人 O
与 O
丕 B-PER
